similarity,combination
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677.sol']
58,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
7,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
61,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
15,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol']
51,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkBasicToken.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
67,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
15,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
4,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
4,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
68,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
9,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'Token677.sol']
43,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'LinkToken.sol', 'flattened.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
69,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
65,['linkSafeMath.sol', 'BasicTokenMock.sol', 'StandardTokenMock.sol', 'Token677.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
51,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'LinkToken.sol']
17,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'Token677.sol']
42,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
14,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'Token677.sol']
62,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
16,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
4,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
4,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'Token677.sol']
57,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'linkStandardToken.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'Token677.sol']
37,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
14,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'Token677.sol']
31,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'flattened.sol']
4,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'Token677.sol']
63,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'flattened.sol']
35,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Migrations.sol', 'Token677.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
49,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'flattened.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
60,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
16,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'Token677.sol']
55,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol', 'flattened.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'linkStandardToken.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
11,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'Token677.sol']
42,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol', 'flattened.sol']
12,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'Token677.sol']
37,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol', 'flattened.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'Token677.sol']
61,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol', 'flattened.sol']
57,['linkSafeMath.sol', 'BasicTokenMock.sol', 'Token677ReceiverMock.sol', 'Token677.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'Token677.sol']
50,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol', 'flattened.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'Token677.sol']
45,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol', 'flattened.sol']
24,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'Token677.sol']
40,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'LinkToken.sol', 'flattened.sol']
2,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
7,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'Token677.sol']
38,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
52,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
49,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkBasicToken.sol', 'Token677.sol', 'flattened.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
10,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'Token677.sol']
67,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol', 'flattened.sol']
14,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'Token677.sol']
42,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol', 'flattened.sol']
8,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'Token677.sol']
38,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'Token677.sol']
68,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol', 'flattened.sol']
65,['linkSafeMath.sol', 'BasicTokenMock.sol', 'ERC677Receiver.sol', 'Token677.sol', 'flattened.sol']
18,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'linkStandardToken.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
6,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'Token677.sol']
45,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'LinkToken.sol', 'flattened.sol']
11,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
9,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol', 'flattened.sol']
5,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'Token677.sol']
68,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol', 'flattened.sol']
62,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkERC20Basic.sol', 'Token677.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'Token677.sol']
34,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'linkStandardToken.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
42,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
21,['linkSafeMath.sol', 'BasicTokenMock.sol', 'LinkToken.sol', 'Token677.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'Token677.sol']
39,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol', 'flattened.sol']
38,['linkSafeMath.sol', 'BasicTokenMock.sol', 'linkStandardToken.sol', 'Token677.sol', 'flattened.sol']
66,['linkSafeMath.sol', 'BasicTokenMock.sol', 'NotERC677Compatible.sol', 'Token677.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkERC20Basic.sol']
8,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'LinkToken.sol']
11,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'NotERC677Compatible.sol']
8,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'Token677.sol']
54,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677ReceiverMock.sol', 'flattened.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
10,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'LinkToken.sol']
17,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
1,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
4,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'Token677.sol']
49,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkBasicToken.sol', 'flattened.sol']
1,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
10,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
14,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
1,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'Token677.sol']
69,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'ERC677Receiver.sol', 'flattened.sol']
12,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'LinkToken.sol']
16,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'linkStandardToken.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'Token677.sol']
64,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkERC20Basic.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'linkStandardToken.sol']
9,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'NotERC677Compatible.sol']
10,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'Token677.sol']
43,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'LinkToken.sol', 'flattened.sol']
13,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'NotERC677Compatible.sol']
13,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'Token677.sol']
39,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'linkStandardToken.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'Token677.sol']
71,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'NotERC677Compatible.sol', 'flattened.sol']
34,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Migrations.sol', 'Token677.sol', 'flattened.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'ERC677Receiver.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkERC20Basic.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'LinkToken.sol']
14,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'NotERC677Compatible.sol']
3,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'Token677.sol']
52,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'linkBasicToken.sol', 'flattened.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkERC20Basic.sol']
8,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'LinkToken.sol']
12,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'linkStandardToken.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'NotERC677Compatible.sol']
2,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'Token677.sol']
63,['linkSafeMath.sol', 'StandardTokenMock.sol', 'Token677ReceiverMock.sol', 'ERC677Receiver.sol', 'flattened.sol']
