similarity,combination
9,['SafeMath.sol', 'Standard223Token.sol', 'LinkReceiver.sol', 'ERC20Basic.sol']
13,['BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
8,['BasicTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
3,['BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
13,['BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['BasicTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
13,['BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['BasicTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
15,['BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
16,['BasicTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
16,['BasicTokenMock.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
5,['BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
8,['BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
7,['BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
7,['BasicTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
2,['BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
2,['BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['BasicTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
2,['BasicTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
3,['BasicTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
5,['BasicTokenMock.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
4,['BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
6,['BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
7,['BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
3,['BasicTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
7,['BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
4,['BasicTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
6,['BasicTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
7,['BasicTokenMock.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
6,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
7,['BasicTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
9,['BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
7,['BasicTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
6,['BasicTokenMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'LinkToken.sol']
3,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol']
3,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol']
14,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'BasicToken.sol']
9,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'ERC20.sol']
5,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223.sol', 'Token223.sol']
9,['StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
14,['StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'ERC20.sol']
8,['StandardTokenMock.sol', 'StandardToken.sol', 'LinkToken.sol', 'Token223.sol']
3,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
13,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
8,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
6,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
13,['StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
9,['StandardTokenMock.sol', 'StandardToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
15,['StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'ERC20.sol']
16,['StandardTokenMock.sol', 'StandardToken.sol', 'BasicToken.sol', 'Token223.sol']
14,['StandardTokenMock.sol', 'StandardToken.sol', 'ERC20.sol', 'Token223.sol']
5,['StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
6,['StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
7,['StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
8,['StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
6,['StandardTokenMock.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
2,['StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
9,['StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
2,['StandardTokenMock.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
2,['StandardTokenMock.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
3,['StandardTokenMock.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
5,['StandardTokenMock.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
4,['StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
6,['StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
7,['StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
3,['StandardTokenMock.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
7,['StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
4,['StandardTokenMock.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
10,['StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
6,['StandardTokenMock.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
7,['StandardTokenMock.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
6,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
7,['StandardTokenMock.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
9,['StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
7,['StandardTokenMock.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
6,['StandardTokenMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
9,['StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol']
8,['StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol']
15,['StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'BasicToken.sol']
11,['StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'ERC20.sol']
9,['StandardToken.sol', 'ERC223.sol', 'LinkToken.sol', 'Token223.sol']
3,['StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
15,['StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
9,['StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol']
5,['StandardToken.sol', 'ERC223.sol', 'ERC223Receiver.sol', 'Token223.sol']
14,['StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
5,['StandardToken.sol', 'ERC223.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
12,['StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'ERC20.sol']
13,['StandardToken.sol', 'ERC223.sol', 'BasicToken.sol', 'Token223.sol']
12,['StandardToken.sol', 'ERC223.sol', 'ERC20.sol', 'Token223.sol']
9,['StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
16,['StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
11,['StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
9,['StandardToken.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
16,['StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
11,['StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
8,['StandardToken.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
18,['StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
14,['StandardToken.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
11,['StandardToken.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
13,['StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
6,['StandardToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
11,['StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
12,['StandardToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
16,['StandardToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
17,['StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
12,['StandardToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
12,['StandardToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
21,['StandardToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
5,['ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol']
8,['ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol']
3,['ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol']
4,['ERC223.sol', 'LinkToken.sol', 'ERC223Receiver.sol', 'Token223.sol']
8,['ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
4,['ERC223.sol', 'LinkToken.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
4,['ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'ERC20.sol']
3,['ERC223.sol', 'LinkToken.sol', 'BasicToken.sol', 'Token223.sol']
4,['ERC223.sol', 'LinkToken.sol', 'ERC20.sol', 'Token223.sol']
2,['ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
4,['ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
4,['ERC223.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
3,['ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['ERC223.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
4,['ERC223.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
4,['ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['ERC223.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
4,['ERC223.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
5,['ERC223.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
6,['LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol']
7,['LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol']
3,['LinkToken.sol', 'ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'Token223.sol']
5,['LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol']
3,['LinkToken.sol', 'ERC223Receiver.sol', 'BasicToken.sol', 'Token223.sol']
4,['LinkToken.sol', 'ERC223Receiver.sol', 'ERC20.sol', 'Token223.sol']
8,['LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['LinkToken.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
4,['LinkToken.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
5,['LinkToken.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
3,['ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol']
3,['ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'BasicToken.sol', 'Token223.sol']
4,['ERC223Receiver.sol', 'Token223ReceiverMock.sol', 'ERC20.sol', 'Token223.sol']
6,['ERC223Receiver.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
5,['Token223ReceiverMock.sol', 'BasicToken.sol', 'ERC20.sol', 'Token223.sol']
